Time,Symbol,Regime,Action,Equity Allocation,Explanation,Portfolio Value
2026-02-14 23:45:28.844656,INFY.NS,High Volatility,AUTO_TRADE,0.17,"Market regime detected: High Volatility. Volatility spike detected, reducing exposure. Final equity allocation adjusted to 17%.",100000.0
2026-02-14 23:45:39.362220,INFY.NS,High Volatility,AUTO_TRADE,0.17,"Market regime detected: High Volatility. Volatility spike detected, reducing exposure. Final equity allocation adjusted to 17%.",100000.0
2026-02-14 23:45:49.922613,INFY.NS,High Volatility,AUTO_TRADE,0.17,"Market regime detected: High Volatility. Volatility spike detected, reducing exposure. Final equity allocation adjusted to 17%.",100000.0
2026-02-14 23:46:00.597960,INFY.NS,High Volatility,AUTO_TRADE,0.17,"Market regime detected: High Volatility. Volatility spike detected, reducing exposure. Final equity allocation adjusted to 17%.",100000.0
2026-02-14 23:46:10.913783,INFY.NS,High Volatility,AUTO_TRADE,0.17,"Market regime detected: High Volatility. Volatility spike detected, reducing exposure. Final equity allocation adjusted to 17%.",100000.0
2026-02-14 23:46:21.155674,INFY.NS,High Volatility,AUTO_TRADE,0.17,"Market regime detected: High Volatility. Volatility spike detected, reducing exposure. Final equity allocation adjusted to 17%.",100000.0
2026-02-14 23:46:31.448744,INFY.NS,High Volatility,AUTO_TRADE,0.17,"Market regime detected: High Volatility. Volatility spike detected, reducing exposure. Final equity allocation adjusted to 17%.",100000.0
2026-02-14 23:46:41.781749,INFY.NS,High Volatility,AUTO_TRADE,0.17,"Market regime detected: High Volatility. Volatility spike detected, reducing exposure. Final equity allocation adjusted to 17%.",100000.0
2026-02-14 23:46:52.250472,INFY.NS,High Volatility,AUTO_TRADE,0.17,"Market regime detected: High Volatility. Volatility spike detected, reducing exposure. Final equity allocation adjusted to 17%.",100000.0
2026-02-14 23:47:02.617545,INFY.NS,High Volatility,AUTO_TRADE,0.17,"Market regime detected: High Volatility. Volatility spike detected, reducing exposure. Final equity allocation adjusted to 17%.",100000.0
2026-02-14 23:47:13.068646,INFY.NS,High Volatility,AUTO_TRADE,0.17,"Market regime detected: High Volatility. Volatility spike detected, reducing exposure. Final equity allocation adjusted to 17%.",100000.0
2026-02-14 23:47:23.298400,INFY.NS,High Volatility,AUTO_TRADE,0.17,"Market regime detected: High Volatility. Volatility spike detected, reducing exposure. Final equity allocation adjusted to 17%.",100000.0
2026-02-14 23:47:33.676553,INFY.NS,High Volatility,AUTO_TRADE,0.17,"Market regime detected: High Volatility. Volatility spike detected, reducing exposure. Final equity allocation adjusted to 17%.",100000.0
2026-02-14 23:47:43.894580,INFY.NS,High Volatility,AUTO_TRADE,0.17,"Market regime detected: High Volatility. Volatility spike detected, reducing exposure. Final equity allocation adjusted to 17%.",100000.0
2026-02-15T01:22:52.884011,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T01:23:02.441462,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T01:23:11.918604,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T01:23:21.526075,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T01:23:30.988787,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T01:23:40.374417,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T01:23:50.139254,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T01:24:00.058801,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T01:24:10.115680,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T01:25:21.601276,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T01:25:34.072251,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T01:25:45.338402,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T01:25:56.250956,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T01:26:07.709328,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T01:26:18.427678,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T01:26:29.783143,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T01:26:40.395674,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T01:26:51.050514,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T01:27:02.446629,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T01:27:13.713999,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T01:27:25.186847,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T01:27:36.258639,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T01:27:46.701093,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T01:27:58.140920,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:33:54.809325,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:34:04.514942,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:34:13.891851,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:34:23.661481,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:34:33.187460,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:34:42.698110,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:34:52.423230,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:35:02.874178,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:35:12.809064,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:35:22.854152,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:35:32.581764,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:35:42.908445,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:35:53.444883,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:36:03.348625,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:36:08.678403,BAJFINANCE,High Volatility,AUTO_TRADE,0.17,AI selected BAJFINANCE under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:36:12.966932,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:36:21.940696,RELIANCE.NS,High Volatility,AUTO_TRADE,0.17,AI selected RELIANCE.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:36:29.049016,BAJAJFINSV,High Volatility,AUTO_TRADE,0.17,AI selected BAJAJFINSV under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:36:31.387971,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:36:40.641129,RELIANCE.NS,High Volatility,AUTO_TRADE,0.17,AI selected RELIANCE.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:36:44.659737,BAJAJFINSV,High Volatility,AUTO_TRADE,0.17,AI selected BAJAJFINSV under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:36:50.474871,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:36:59.721679,RELIANCE.NS,High Volatility,AUTO_TRADE,0.17,AI selected RELIANCE.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:37:04.869885,BPCL,High Volatility,AUTO_TRADE,0.17,AI selected BPCL under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:37:10.559563,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:37:19.976485,RELIANCE.NS,High Volatility,AUTO_TRADE,0.17,AI selected RELIANCE.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:37:23.667311,BHARTIARTL,High Volatility,AUTO_TRADE,0.17,AI selected BHARTIARTL under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:37:30.219994,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:37:31.611150,TCS.NY,High Volatility,AUTO_TRADE,0.24,AI selected TCS.NY under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:37:39.997729,RELIANCE.NS,High Volatility,AUTO_TRADE,0.17,AI selected RELIANCE.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:37:40.722408,TCS.NY,High Volatility,AUTO_TRADE,0.17,AI selected TCS.NY under High Volatility regime using risk-adjusted ranking.,99192.0
2026-02-15T02:37:43.552937,BHARTIARTL,High Volatility,AUTO_TRADE,0.17,AI selected BHARTIARTL under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:37:50.496983,TCS.NY,High Volatility,AUTO_TRADE,0.17,AI selected TCS.NY under High Volatility regime using risk-adjusted ranking.,99192.0
2026-02-15T02:37:50.501734,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:37:59.574544,TCS.NY,High Volatility,AUTO_TRADE,0.19,AI selected TCS.NY under High Volatility regime using risk-adjusted ranking.,115069.2
2026-02-15T02:37:59.574544,TCS.NS,High Volatility,AUTO_TRADE,0.19,AI selected TCS.NS under High Volatility regime using risk-adjusted ranking.,115877.2
2026-02-15T02:38:03.694758,BPCL,High Volatility,AUTO_TRADE,0.17,AI selected BPCL under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T02:38:08.933091,TCS.NY,High Volatility,AUTO_TRADE,0.19,AI selected TCS.NY under High Volatility regime using risk-adjusted ranking.,115069.2
2026-02-15T02:38:09.242185,RELIANCE.NS,High Volatility,AUTO_TRADE,0.17,AI selected RELIANCE.NS under High Volatility regime using risk-adjusted ranking.,105292.4
2026-02-15T02:38:18.529248,BPCL.NY,High Volatility,AUTO_TRADE,0.19,AI selected BPCL.NY under High Volatility regime using risk-adjusted ranking.,115069.2
2026-02-15T02:38:19.132996,INFY.NS,High Volatility,AUTO_TRADE,0.19,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,122492.7
2026-02-15T02:38:24.760210,BHARTIARTL,High Volatility,AUTO_TRADE,0.24,AI selected BHARTIARTL under High Volatility regime using risk-adjusted ranking.,100606.0
2026-02-15T02:38:27.929344,BPCL.NY,High Volatility,AUTO_TRADE,0.19,AI selected BPCL.NY under High Volatility regime using risk-adjusted ranking.,115069.2
2026-02-15T02:38:28.042321,RELIANCE.NS,High Volatility,AUTO_TRADE,0.17,AI selected RELIANCE.NS under High Volatility regime using risk-adjusted ranking.,111907.9
2026-02-15T02:38:37.155476,BPCL.NY,High Volatility,AUTO_TRADE,0.19,AI selected BPCL.NY under High Volatility regime using risk-adjusted ranking.,115069.2
2026-02-15T02:38:37.921109,INFY.NS,High Volatility,AUTO_TRADE,0.19,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,129108.2
2026-02-15T02:38:46.674994,BAJFINANCE,High Volatility,AUTO_TRADE,0.24,AI selected BAJFINANCE under High Volatility regime using risk-adjusted ranking.,100606.0
2026-02-15T19:59:04.792259,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T20:04:04.105485,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T20:05:48.010007,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T20:08:33.058107,INFY.NS,High Volatility,AUTO_TRADE,0.17,AI selected INFY.NS under High Volatility regime using risk-adjusted ranking.,100000.0
2026-02-15T20:11:44.041953,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:15:10.051708,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:20:41.865940,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:20:52.716214,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:21:04.415537,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:21:13.846777,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:21:23.375187,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:21:32.827861,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:21:42.196036,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:21:51.498730,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:22:00.936903,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:22:11.398697,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:22:21.543908,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:22:33.026892,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:22:43.906840,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:22:54.817032,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:23:05.746195,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:23:16.288888,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:23:26.920837,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:23:37.872198,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:26:47.065173,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:26:56.837679,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:27:07.588858,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:27:18.311112,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:27:29.173670,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:27:39.756034,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:27:50.654965,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:28:01.650311,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:28:12.500989,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:28:22.856843,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:28:33.535964,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:28:45.086320,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:34:24.300921,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:34:33.746874,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:34:43.278846,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:34:52.780936,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:35:02.246281,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:35:11.781704,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:35:21.348898,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:35:30.936197,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:35:40.468157,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:35:49.815251,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:36:00.785468,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:36:11.421569,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:36:24.918078,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",100000.0
2026-02-15T20:36:33.769832,TCS.NS,High Volatility,AUTO_TRADE,0.28,"TCS.NS selected under High Volatility regime. Risk-adjusted allocation = 28.0%. Volatility=0.233, Drawdown=-0.083.",88618.6
2026-02-15T20:36:34.610517,SBIN.NS,High Volatility,AUTO_TRADE,0.2,"SBIN.NS selected under High Volatility regime. Risk-adjusted allocation = 20.0%. Volatility=0.374, Drawdown=-0.045.",100000.0
2026-02-15T20:36:43.201518,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",143628.7
2026-02-15T20:36:58.618684,TCS.NS,High Volatility,AUTO_TRADE,0.24,"TCS.NS selected under High Volatility regime. Risk-adjusted allocation = 24.0%. Volatility=0.247, Drawdown=-0.16.",159542.4
2026-02-15T20:36:58.919059,SBIN.NS,High Volatility,AUTO_TRADE,0.2,"SBIN.NS selected under High Volatility regime. Risk-adjusted allocation = 20.0%. Volatility=0.374, Drawdown=-0.045.",100000.0
2026-02-15T20:37:07.896233,RELIANCE.NS,High Volatility,AUTO_TRADE,0.17,"RELIANCE.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",144564.8
2026-02-15T20:37:11.095256,ITC.NS,High Volatility,AUTO_TRADE,0.2,"ITC.NS selected under High Volatility regime. Risk-adjusted allocation = 20.0%. Volatility=0.374, Drawdown=-0.045.",100000.0
2026-02-15T20:37:17.524539,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",144564.8
2026-02-15T20:37:26.887298,RELIANCE.NS,High Volatility,AUTO_TRADE,0.17,"RELIANCE.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",144564.8
2026-02-15T20:37:26.887298,SBIN.NS,High Volatility,AUTO_TRADE,0.2,"SBIN.NS selected under High Volatility regime. Risk-adjusted allocation = 20.0%. Volatility=0.374, Drawdown=-0.045.",100000.0
2026-02-15T20:37:37.983422,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",144564.8
2026-02-15T20:37:54.228106,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",144564.8
2026-02-15T20:38:11.607527,RELIANCE.NS,High Volatility,AUTO_TRADE,0.17,"RELIANCE.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",144564.8
2026-02-15T20:38:15.306539,LT.NS,High Volatility,AUTO_TRADE,0.2,"LT.NS selected under High Volatility regime. Risk-adjusted allocation = 20.0%. Volatility=0.374, Drawdown=-0.045.",100000.0
2026-02-15T20:38:22.534828,INFY.NS,High Volatility,AUTO_TRADE,0.17,"INFY.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",144564.8
2026-02-15T20:38:40.130291,RELIANCE.NS,High Volatility,AUTO_TRADE,0.17,"RELIANCE.NS selected under High Volatility regime. Risk-adjusted allocation = 17.0%. Volatility=0.403, Drawdown=-0.19.",144564.8
2026-02-15T20:38:45.492252,ITC.NS,High Volatility,AUTO_TRADE,0.2,"ITC.NS selected under High Volatility regime. Risk-adjusted allocation = 20.0%. Volatility=0.374, Drawdown=-0.045.",100000.0
